23.0,0,1,0,42828.0,0,0,7500.0,0,0,0,0,1,0,12.61,0.18,4.0,659,1,0
25.0,0,1,6,44481.0,0,0,7500.0,1,0,0,0,0,0,13.49,0.17,4.0,605,0,0
25.0,0,1,0,61418.0,1,2,12000.0,1,0,0,0,0,0,16.89,0.2,4.0,640,0,1
22.0,0,1,0,46437.0,1,0,7500.0,0,0,0,0,1,0,5.79,0.16,4.0,639,0,0
23.0,1,0,2,49336.0,0,0,7500.0,0,0,0,0,1,0,11.01,0.15,2.0,665,1,0
23.0,1,0,4,68742.0,3,5,12000.0,0,0,0,1,0,0,10.38,0.17,2.0,603,1,0
26.0,1,0,4,68954.0,2,2,6000.0,1,0,0,0,0,0,9.63,0.09,4.0,703,0,0
23.0,1,0,2,69478.0,0,2,11200.0,0,0,0,1,0,0,11.01,0.16,3.0,659,1,0
21.0,1,0,4,69543.0,2,5,8000.0,0,0,0,0,1,0,10.65,0.12,3.0,632,0,0
22.0,1,0,4,69403.0,0,2,11425.0,0,0,0,0,1,0,9.91,0.16,4.0,692,1,0
22.0,0,1,0,69547.0,0,2,7200.0,0,0,0,0,0,1,11.01,0.1,2.0,555,1,0
26.0,1,0,4,69666.0,3,2,14000.0,0,0,0,0,0,1,5.42,0.2,4.0,657,1,0
24.0,1,0,0,69377.0,2,2,6000.0,0,1,0,0,0,0,5.99,0.09,3.0,548,1,0
23.0,1,0,4,69620.0,0,2,20000.0,0,0,0,0,0,1,11.99,0.29,2.0,700,1,0
23.0,0,1,4,58421.0,2,0,7500.0,0,0,0,1,0,0,5.79,0.13,4.0,674,1,0
24.0,0,1,2,69161.0,1,2,14000.0,0,0,0,0,0,1,14.91,0.2,4.0,630,0,0
25.0,0,1,4,69588.0,6,2,11200.0,0,0,1,0,0,0,14.46,0.16,4.0,667,1,0
26.0,1,0,2,53824.0,2,0,7500.0,0,0,1,0,0,0,16.4,0.14,3.0,627,0,1
24.0,0,1,0,60736.0,1,0,7500.0,0,0,1,0,0,0,10.01,0.12,3.0,623,0,0
22.0,0,1,0,69518.0,0,2,7500.0,0,0,0,0,1,0,11.86,0.11,3.0,677,0,0
22.0,0,1,2,62262.0,0,0,7500.0,0,0,0,0,1,0,5.99,0.12,2.0,682,1,0
24.0,0,1,4,66779.0,3,0,7500.0,0,1,0,0,0,0,6.03,0.11,3.0,663,1,0
21.0,0,1,4,67144.0,0,0,7500.0,0,1,0,0,0,0,7.88,0.11,2.0,691,1,0
22.0,1,0,6,69508.0,1,2,25000.0,0,1,0,0,0,0,9.01,0.36,2.0,581,1,0
26.0,0,1,6,69592.0,3,5,1600.0,0,0,0,0,0,1,15.23,0.02,4.0,675,1,0
23.0,1,0,4,71934.0,0,0,7500.0,0,1,0,0,0,0,6.54,0.1,2.0,672,1,0
22.0,1,0,4,69709.0,3,2,7000.0,0,1,0,0,0,0,7.51,0.1,2.0,631,1,0
25.0,1,0,2,69867.0,4,2,8475.0,1,0,0,0,0,0,6.99,0.12,2.0,638,1,0
23.0,0,1,4,69575.0,0,2,14075.0,0,1,0,0,0,0,9.91,0.2,2.0,639,1,0
26.0,1,0,0,78020.0,2,0,7500.0,1,0,0,0,0,0,9.83,0.1,3.0,584,1,0
25.0,0,1,4,81561.0,2,0,7500.0,0,0,0,1,0,0,12.18,0.09,4.0,641,1,0
22.0,0,1,0,81927.0,0,0,7500.0,0,0,0,0,0,1,9.76,0.09,2.0,697,1,0
23.0,0,1,4,70072.0,0,2,10000.0,1,0,0,0,0,0,6.03,0.14,4.0,645,0,0
23.0,0,1,2,76221.0,1,0,7500.0,0,0,1,0,0,0,11.97,0.1,4.0,579,0,1
22.0,0,1,6,70441.0,3,2,6000.0,0,0,0,0,1,0,10.0,0.09,2.0,661,1,0
23.0,1,0,2,70216.0,0,2,4000.0,1,0,0,0,0,0,11.01,0.06,3.0,616,0,0
23.0,1,0,4,70228.0,1,2,10000.0,0,1,0,0,0,0,13.11,0.14,3.0,593,0,0
25.0,0,1,2,90174.0,2,0,7500.0,1,0,0,0,0,0,12.61,0.08,4.0,615,0,1
23.0,0,1,0,69979.0,4,2,7000.0,0,1,0,0,0,0,7.14,0.1,4.0,639,0,0
23.0,0,1,0,109370.0,1,0,7500.0,0,1,0,0,0,0,11.03,0.07,4.0,614,1,0
22.0,1,0,4,70683.0,0,2,21250.0,0,0,0,0,0,1,6.91,0.3,4.0,589,1,0
23.0,0,1,4,141078.0,0,0,7500.0,0,1,0,0,0,0,11.01,0.05,4.0,702,1,0
26.0,0,1,2,63092.0,4,2,6500.0,0,0,0,1,0,0,15.68,0.1,4.0,673,0,1
24.0,0,1,6,25319.0,0,0,7550.0,0,0,0,0,0,1,14.79,0.3,4.0,623,0,1
26.0,0,1,2,69425.0,5,0,7550.0,0,0,0,1,0,0,9.99,0.11,3.0,685,0,1
22.0,1,0,6,63645.0,2,2,14825.0,1,0,0,0,0,0,15.62,0.23,3.0,583,0,1
26.0,0,1,0,81253.0,2,0,7600.0,0,0,0,0,0,1,10.0,0.09,4.0,564,1,0
24.0,1,0,6,70487.0,1,2,3000.0,1,0,0,0,0,0,5.42,0.04,4.0,663,1,0
25.0,0,1,6,79153.0,1,0,7675.0,0,0,0,0,1,0,15.33,0.1,3.0,641,0,0
22.0,1,0,6,70536.0,0,2,4000.0,0,0,0,0,0,1,7.29,0.06,3.0,581,1,0
24.0,1,0,2,116447.0,2,0,7700.0,0,1,0,0,0,0,12.53,0.07,4.0,645,0,0
26.0,0,1,4,30122.0,0,0,7750.0,1,0,0,0,0,0,14.35,0.26,3.0,656,0,1
23.0,1,0,2,70283.0,1,5,15000.0,0,0,0,1,0,0,10.25,0.21,3.0,628,1,0
24.0,1,0,6,41021.0,2,0,7750.0,0,0,0,0,0,1,11.01,0.19,2.0,703,0,1
23.0,1,0,4,63707.0,0,2,5000.0,0,0,0,0,1,0,11.48,0.08,2.0,627,0,1
22.0,1,0,0,40505.0,0,0,7800.0,1,0,0,0,0,0,10.99,0.19,3.0,597,1,0
22.0,0,1,0,70598.0,0,5,4500.0,0,1,0,0,0,0,13.16,0.06,2.0,556,1,0
26.0,1,0,4,46980.0,1,0,7800.0,0,0,0,0,0,1,12.53,0.17,4.0,667,1,0
22.0,1,0,6,63603.0,0,2,10000.0,0,1,0,0,0,0,13.87,0.16,2.0,665,0,1
23.0,0,1,0,54717.0,0,0,7800.0,1,0,0,0,0,0,12.69,0.14,4.0,667,1,0
25.0,0,1,4,71991.0,0,0,7800.0,0,0,0,0,0,1,12.21,0.11,2.0,561,1,0
26.0,0,1,2,94968.0,3,0,7800.0,0,0,0,0,0,1,16.77,0.08,3.0,549,1,0
22.0,1,0,6,39262.0,3,0,7875.0,0,0,0,0,1,0,14.91,0.2,2.0,667,0,1
22.0,0,1,2,34972.0,0,0,7900.0,0,0,0,0,0,1,9.99,0.23,2.0,629,1,0
25.0,0,1,0,71586.0,1,2,6000.0,0,0,1,0,0,0,15.33,0.08,3.0,668,1,0
24.0,0,1,2,19837.0,1,0,8000.0,0,0,1,0,0,0,13.57,0.4,2.0,675,0,1
26.0,0,1,6,71811.0,0,2,6400.0,0,0,0,0,1,0,8.63,0.09,3.0,677,1,0
22.0,0,1,6,71914.0,0,2,6000.0,0,0,0,1,0,0,11.01,0.08,2.0,679,1,0
25.0,1,0,2,71678.0,5,2,6000.0,0,0,1,0,0,0,6.99,0.08,3.0,652,0,0
26.0,0,1,2,71900.0,3,2,7800.0,0,0,0,0,0,1,6.99,0.11,2.0,645,0,0
24.0,1,0,2,64745.0,0,2,5000.0,0,0,0,1,0,0,15.62,0.08,4.0,664,0,1
22.0,0,1,2,71916.0,1,2,13375.0,0,1,0,0,0,0,6.92,0.19,4.0,659,1,0
22.0,0,1,2,28812.0,2,0,8000.0,0,0,0,1,0,0,8.59,0.28,2.0,650,0,1
23.0,0,1,4,29592.0,5,0,8000.0,0,0,0,0,1,0,7.29,0.27,2.0,619,0,1
25.0,1,0,2,30664.0,4,0,8000.0,0,0,1,0,0,0,12.42,0.26,3.0,622,0,1
26.0,1,0,4,71577.0,6,2,500.0,0,0,1,0,0,0,9.76,0.01,2.0,565,1,0
22.0,1,0,2,32047.0,4,0,8000.0,0,1,0,0,0,0,11.99,0.25,4.0,672,0,1
23.0,1,0,4,34577.0,1,0,8000.0,0,0,1,0,0,0,17.58,0.23,4.0,647,0,1
26.0,0,1,4,72262.0,4,2,12000.0,0,0,0,0,0,1,6.62,0.17,3.0,668,1,0
23.0,1,0,6,34693.0,3,0,8000.0,1,0,0,0,0,0,7.74,0.23,4.0,666,1,0
26.0,0,1,2,72639.0,2,2,15000.0,0,0,0,0,0,1,10.99,0.21,4.0,665,1,0
23.0,0,1,2,72868.0,0,2,15000.0,0,0,0,0,0,1,15.96,0.21,3.0,653,1,0
23.0,1,0,0,65651.0,1,2,15000.0,0,1,0,0,0,0,16.63,0.23,2.0,608,0,1
26.0,1,0,2,37153.0,3,0,8000.0,0,1,0,0,0,0,9.91,0.22,2.0,616,0,1
26.0,1,0,0,37087.0,3,0,8000.0,0,0,0,0,1,0,12.99,0.22,2.0,610,1,0
26.0,1,0,4,37094.0,3,0,8000.0,0,0,0,1,0,0,10.0,0.22,3.0,550,1,0
24.0,0,1,4,36911.0,2,0,8000.0,0,0,0,1,0,0,13.61,0.22,3.0,680,1,0
25.0,1,0,2,37261.0,2,0,8000.0,0,0,0,0,1,0,12.87,0.21,4.0,661,1,0
22.0,1,0,4,36951.0,3,0,8000.0,0,0,0,0,1,0,9.32,0.22,4.0,597,0,0
23.0,0,1,2,73230.0,4,2,12000.0,0,0,0,0,1,0,15.27,0.16,4.0,706,1,0
23.0,0,1,6,38607.0,0,0,8000.0,0,0,0,0,0,1,11.49,0.21,4.0,662,0,0
25.0,1,0,4,39541.0,0,0,8000.0,1,0,0,0,0,0,10.62,0.2,3.0,652,1,0
24.0,0,1,6,65636.0,0,2,6300.0,0,0,1,0,0,0,14.65,0.1,2.0,659,0,1
24.0,0,1,2,73049.0,0,2,7000.0,0,1,0,0,0,0,11.71,0.1,2.0,693,1,0
22.0,1,0,0,72621.0,2,2,10000.0,0,0,0,0,1,0,8.9,0.14,4.0,664,0,0
25.0,1,0,4,72800.0,2,2,10000.0,0,0,0,0,0,1,16.77,0.14,3.0,621,1,0
24.0,0,1,2,72923.0,1,2,12000.0,0,0,0,0,0,1,7.9,0.16,3.0,512,1,0
22.0,0,1,0,43307.0,0,0,8000.0,0,0,0,0,0,1,12.41,0.18,3.0,585,1,0
24.0,1,0,4,73475.0,4,2,10000.0,1,0,0,0,0,0,8.9,0.14,2.0,704,1,0
26.0,1,0,4,73064.0,5,2,16000.0,0,1,0,0,0,0,7.9,0.22,2.0,560,1,0
24.0,1,0,2,73030.0,0,2,3000.0,0,1,0,0,0,0,10.65,0.04,2.0,525,1,0
22.0,0,1,0,44322.0,0,0,8000.0,0,1,0,0,0,0,15.33,0.18,2.0,630,1,0
25.0,0,1,4,72919.0,6,2,5000.0,0,0,1,0,0,0,15.27,0.07,2.0,615,1,0
22.0,0,1,6,38168.0,0,0,8000.0,0,1,0,0,0,0,7.14,0.21,4.0,647,0,1
25.0,1,0,2,38364.0,5,0,8000.0,0,0,0,1,0,0,11.01,0.21,3.0,678,0,1
24.0,0,1,4,46082.0,3,0,8000.0,0,0,0,1,0,0,7.29,0.17,2.0,630,1,0
24.0,1,0,2,46549.0,2,0,8000.0,0,0,0,1,0,0,9.63,0.17,2.0,671,0,0
25.0,1,0,6,73163.0,0,2,8400.0,0,0,0,0,0,1,16.89,0.11,3.0,690,1,0
23.0,1,0,2,73126.0,1,2,21000.0,0,1,0,0,0,0,11.01,0.29,3.0,621,1,0
23.0,0,1,2,72981.0,2,2,8850.0,0,1,0,0,0,0,6.99,0.12,3.0,525,1,0
23.0,1,0,4,40145.0,0,0,8000.0,1,0,0,0,0,0,18.43,0.2,3.0,590,0,1
23.0,0,1,0,73146.0,1,2,8000.0,0,1,0,0,0,0,13.49,0.11,2.0,654,1,0
24.0,0,1,2,72919.0,2,2,17000.0,0,0,0,1,0,0,7.49,0.23,2.0,577,1,0
22.0,1,0,4,48995.0,2,0,8000.0,0,0,0,0,0,1,7.9,0.16,4.0,645,1,0
23.0,1,0,0,49300.0,0,0,8000.0,0,1,0,0,0,0,11.49,0.16,3.0,650,1,0
24.0,1,0,4,48932.0,2,0,8000.0,0,0,0,0,1,0,6.17,0.16,2.0,610,1,0
24.0,1,0,0,73324.0,5,5,15000.0,0,0,0,0,0,1,16.89,0.2,2.0,632,1,0
24.0,1,0,2,72889.0,4,2,6000.0,1,0,0,0,0,0,5.42,0.08,3.0,629,0,0
22.0,0,1,4,73062.0,0,2,10000.0,0,1,0,0,0,0,5.99,0.14,2.0,662,1,0
24.0,0,1,2,50997.0,2,0,8000.0,0,0,0,1,0,0,10.59,0.16,4.0,589,1,0
21.0,1,0,4,73264.0,0,2,10000.0,1,0,0,0,0,0,5.99,0.14,2.0,688,1,0
25.0,0,1,4,51401.0,1,0,8000.0,0,0,0,0,0,1,5.99,0.16,2.0,515,1,0
22.0,0,1,0,72721.0,2,2,10000.0,0,0,0,1,0,0,11.01,0.14,2.0,698,0,0
25.0,0,1,0,44036.0,3,0,8000.0,0,0,0,0,1,0,12.73,0.18,2.0,585,0,1
25.0,0,1,6,52071.0,0,0,8000.0,0,0,0,0,1,0,11.01,0.15,4.0,603,0,0
22.0,1,0,4,72786.0,0,2,2500.0,0,1,0,0,0,0,6.99,0.03,3.0,652,1,0
22.0,0,1,4,52538.0,0,0,8000.0,0,1,0,0,0,0,5.99,0.15,3.0,604,1,0
22.0,1,0,4,73251.0,0,2,15000.0,1,0,0,0,0,0,7.49,0.2,4.0,687,0,0
26.0,1,0,2,54855.0,6,0,8000.0,0,1,0,0,0,0,18.25,0.15,2.0,653,1,0
25.0,1,0,4,54749.0,3,0,8000.0,0,0,0,0,1,0,10.38,0.15,3.0,696,1,0
22.0,1,0,0,73082.0,1,2,10950.0,0,1,0,0,0,0,11.11,0.15,3.0,460,1,0
22.0,0,1,0,55069.0,2,0,8000.0,1,0,0,0,0,0,12.84,0.15,3.0,595,0,0
22.0,0,1,4,56215.0,0,0,8000.0,0,1,0,0,0,0,7.51,0.14,3.0,687,0,0
23.0,1,0,2,73211.0,1,2,12000.0,1,0,0,0,0,0,7.29,0.16,3.0,566,1,0
24.0,1,0,2,57069.0,4,0,8000.0,0,1,0,0,0,0,15.65,0.14,3.0,693,1,0
23.0,1,0,6,72918.0,2,2,15000.0,0,0,0,1,0,0,10.37,0.21,4.0,673,1,0
22.0,1,0,4,72769.0,0,2,7800.0,0,0,0,0,0,1,7.29,0.11,2.0,647,0,0
22.0,0,1,0,58617.0,3,0,8000.0,1,0,0,0,0,0,12.99,0.14,3.0,642,1,0
23.0,1,0,0,73093.0,0,2,7200.0,1,0,0,0,0,0,11.01,0.1,2.0,611,0,0
23.0,1,0,2,51299.0,0,0,8000.0,0,0,1,0,0,0,15.58,0.16,2.0,650,0,1
22.0,1,0,0,72951.0,2,2,6125.0,0,0,0,0,0,1,6.17,0.08,3.0,618,1,0
24.0,0,1,2,61090.0,2,0,8000.0,0,0,0,0,1,0,15.96,0.13,3.0,572,1,0
22.0,1,0,4,73032.0,0,2,5000.0,0,1,0,0,0,0,6.54,0.07,4.0,661,0,0
22.0,1,0,4,72804.0,0,2,2000.0,0,1,0,0,0,0,12.61,0.03,2.0,631,1,0
23.0,0,1,4,73290.0,0,2,10000.0,0,0,0,1,0,0,11.01,0.14,3.0,648,0,0
21.0,0,1,0,73035.0,2,2,7800.0,1,0,0,0,0,0,9.99,0.11,2.0,587,0,0
23.0,1,0,0,60373.0,0,0,8000.0,0,0,0,0,0,1,11.01,0.13,4.0,467,1,0
22.0,1,0,0,60809.0,0,0,8000.0,0,0,0,0,1,0,13.16,0.13,2.0,612,1,0
23.0,0,1,0,72985.0,1,2,7200.0,1,0,0,0,0,0,11.01,0.1,4.0,552,0,0
23.0,1,0,2,72910.0,2,2,13000.0,0,1,0,0,0,0,6.91,0.18,2.0,592,1,0
24.0,1,0,0,63403.0,3,0,8000.0,0,0,0,1,0,0,7.51,0.13,4.0,597,1,0
24.0,0,1,2,63701.0,1,0,8000.0,0,1,0,0,0,0,11.78,0.13,3.0,572,1,0
24.0,0,1,4,56965.0,3,0,8000.0,0,0,1,0,0,0,15.23,0.14,2.0,606,0,1
23.0,1,0,4,65194.0,0,0,8000.0,0,0,0,1,0,0,14.26,0.12,4.0,605,0,0
23.0,1,0,4,58464.0,1,0,8000.0,1,0,0,0,0,0,15.58,0.14,2.0,688,0,1
23.0,0,1,0,66371.0,2,0,8000.0,1,0,0,0,0,0,11.01,0.12,2.0,658,0,0
23.0,0,1,0,65570.0,0,2,7500.0,0,0,0,1,0,0,15.58,0.11,2.0,625,0,1
26.0,0,1,2,65823.0,6,2,6000.0,0,0,1,0,0,0,13.98,0.09,3.0,528,0,1
23.0,1,0,4,67416.0,1,0,8000.0,0,1,0,0,0,0,9.25,0.12,2.0,534,1,0
23.0,0,1,0,66759.0,2,0,8000.0,0,0,0,0,0,1,13.11,0.12,3.0,653,0,0
23.0,0,1,2,67647.0,0,0,8000.0,1,0,0,0,0,0,11.01,0.12,3.0,691,1,0
22.0,0,1,6,73006.0,0,2,6000.0,0,0,0,0,0,1,10.38,0.08,2.0,650,1,0
24.0,1,0,2,72842.0,1,2,4000.0,0,0,1,0,0,0,11.86,0.05,2.0,594,0,0
23.0,0,1,2,70365.0,1,0,8000.0,0,1,0,0,0,0,7.49,0.11,3.0,636,1,0
24.0,1,0,2,63192.0,4,0,8000.0,0,1,0,0,0,0,13.99,0.13,2.0,626,0,1
24.0,1,0,2,70409.0,1,0,8000.0,0,0,0,0,0,1,10.62,0.11,2.0,620,1,0
25.0,0,1,0,65854.0,6,0,8000.0,0,0,1,0,0,0,9.91,0.12,2.0,677,0,1
21.0,1,0,6,73120.0,2,2,10000.0,0,0,0,1,0,0,11.01,0.14,4.0,584,1,0
25.0,0,1,6,65672.0,1,0,8000.0,0,0,1,0,0,0,11.49,0.12,4.0,699,0,1
23.0,0,1,0,72921.0,0,0,8000.0,1,0,0,0,0,0,11.01,0.11,3.0,583,0,0
21.0,1,0,2,73094.0,0,2,12000.0,0,1,0,0,0,0,11.36,0.16,3.0,615,1,0
22.0,1,0,4,72793.0,0,0,8000.0,0,0,0,0,1,0,11.14,0.11,3.0,618,1,0
25.0,0,1,6,65643.0,2,2,12000.0,1,0,0,0,0,0,12.73,0.18,4.0,633,0,1
22.0,1,0,0,72881.0,0,2,12500.0,1,0,0,0,0,0,13.11,0.17,2.0,502,1,0
23.0,1,0,6,66328.0,1,2,5000.0,1,0,0,0,0,0,14.96,0.08,2.0,611,0,1
26.0,1,0,4,75274.0,1,0,5200.0,0,0,0,1,0,0,15.96,0.07,4.0,682,1,0
23.0,1,0,2,18809.0,3,0,5175.0,1,0,0,0,0,0,12.18,0.28,2.0,593,0,1
22.0,0,1,0,73548.0,0,2,6000.0,1,0,0,0,0,0,13.11,0.08,4.0,545,1,0
25.0,0,1,4,39295.0,2,0,5100.0,0,0,0,0,0,1,8.38,0.13,3.0,669,0,0
22.0,1,0,4,73235.0,0,2,5000.0,0,0,0,1,0,0,11.83,0.07,4.0,672,1,0
23.0,0,1,2,72899.0,4,2,3000.0,0,0,0,0,0,1,19.13,0.04,2.0,609,0,0
25.0,1,0,0,80376.0,0,0,5050.0,0,0,1,0,0,0,11.49,0.06,2.0,515,0,0
21.0,0,1,2,12652.0,0,0,5000.0,0,0,0,0,1,0,12.17,0.4,2.0,544,0,1
21.0,1,0,2,15480.0,0,0,5000.0,0,0,0,0,0,1,11.49,0.32,2.0,642,0,1
23.0,1,0,0,73243.0,3,2,2000.0,0,0,0,0,1,0,14.26,0.03,3.0,668,0,0
22.0,0,1,0,19094.0,0,0,5000.0,0,0,0,0,0,1,11.01,0.26,4.0,579,0,1
26.0,1,0,4,19487.0,0,0,5000.0,1,0,0,0,0,0,5.99,0.26,3.0,622,0,1
23.0,1,0,0,72873.0,4,2,3350.0,0,0,0,0,1,0,11.01,0.05,4.0,613,1,0
24.0,1,0,0,72616.0,1,2,8000.0,0,1,0,0,0,0,15.65,0.11,3.0,672,1,0
22.0,0,1,4,66050.0,0,2,4000.0,0,1,0,0,0,0,11.14,0.06,3.0,588,0,1
22.0,0,1,2,22508.0,0,0,5000.0,0,0,1,0,0,0,9.62,0.22,4.0,680,0,1
23.0,1,0,2,23383.0,0,0,5000.0,1,0,0,0,0,0,16.32,0.21,3.0,666,0,1
24.0,0,1,2,24149.0,0,0,5000.0,1,0,0,0,0,0,11.01,0.21,3.0,683,0,1
21.0,1,0,4,25106.0,0,0,5000.0,0,0,0,1,0,0,11.01,0.2,3.0,636,0,1
22.0,0,1,0,73142.0,2,2,9000.0,0,0,0,1,0,0,13.79,0.12,2.0,694,0,0
22.0,0,1,0,73126.0,0,2,10000.0,0,0,0,0,0,1,8.0,0.14,4.0,623,0,0
26.0,1,0,0,26558.0,1,0,5000.0,0,0,0,0,1,0,6.99,0.19,3.0,643,0,0
25.0,1,0,2,26770.0,1,0,5000.0,0,0,0,0,0,1,17.58,0.19,3.0,643,0,1
24.0,0,1,4,26681.0,2,0,5000.0,0,1,0,0,0,0,6.99,0.19,3.0,604,0,0
22.0,0,1,2,72960.0,1,2,1000.0,0,1,0,0,0,0,9.63,0.01,3.0,501,1,0
23.0,1,0,0,28473.0,2,0,5000.0,0,1,0,0,0,0,11.11,0.18,3.0,564,1,0
23.0,0,1,0,30056.0,0,0,5000.0,0,0,1,0,0,0,14.27,0.17,2.0,578,0,1
22.0,1,0,4,29750.0,1,0,5000.0,0,1,0,0,0,0,16.49,0.17,4.0,679,0,0
23.0,0,1,6,73055.0,2,2,9900.0,0,0,0,0,1,0,9.76,0.14,3.0,626,1,0
26.0,1,0,6,72706.0,2,2,9800.0,0,0,0,0,1,0,7.75,0.13,3.0,636,1,0
23.0,1,0,4,29987.0,0,0,5000.0,1,0,0,0,0,0,10.62,0.17,4.0,638,1,0
21.0,0,1,0,30890.0,0,0,5000.0,1,0,0,0,0,0,11.01,0.16,3.0,528,0,1
22.0,0,1,4,73688.0,0,2,24000.0,0,1,0,0,0,0,6.54,0.33,3.0,583,1,0
25.0,0,1,0,73177.0,3,5,17000.0,0,0,0,0,1,0,12.42,0.23,2.0,649,0,0
22.0,1,0,2,73399.0,0,2,12000.0,0,1,0,0,0,0,8.94,0.16,3.0,614,0,0
22.0,1,0,4,73675.0,0,2,5300.0,0,0,0,0,1,0,11.01,0.07,4.0,528,1,0
22.0,0,1,6,32340.0,0,0,5000.0,0,0,0,0,1,0,11.99,0.15,2.0,694,1,0
23.0,0,1,2,32436.0,0,0,5000.0,0,1,0,0,0,0,15.99,0.15,3.0,622,1,0
