person_age,person_gender_female,person_gender_male,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,0,1,4,49347.0,7,0,7200.0,0,1,0,0,0,0,9.88,0.15,4.0,628,1,0
25.0,1,0,2,66911.0,1,2,2000.0,1,0,0,0,0,0,13.22,0.03,2.0,573,0,0
24.0,1,0,0,49814.0,1,0,7200.0,0,1,0,0,0,0,12.53,0.14,2.0,661,1,0
22.0,1,0,0,66864.0,2,5,4000.0,0,1,0,0,0,0,9.32,0.06,4.0,553,1,0
21.0,1,0,4,51237.0,0,0,7200.0,0,1,0,0,0,0,5.42,0.14,4.0,601,1,0
23.0,1,0,0,67070.0,0,5,18500.0,0,0,0,1,0,0,13.16,0.28,4.0,562,0,0
23.0,1,0,0,52711.0,2,0,7200.0,0,0,0,0,0,1,8.0,0.14,2.0,630,1,0
24.0,0,1,0,66944.0,0,2,8000.0,0,0,1,0,0,0,8.0,0.12,2.0,512,1,0
24.0,0,1,4,53153.0,3,0,7200.0,0,0,0,1,0,0,13.49,0.14,4.0,672,0,0
24.0,1,0,2,67217.0,6,2,6000.0,0,0,0,0,0,1,8.0,0.09,2.0,658,1,0
26.0,1,0,2,67003.0,3,2,8500.0,0,0,1,0,0,0,12.21,0.13,2.0,672,1,0
24.0,0,1,0,55050.0,1,0,7200.0,1,0,0,0,0,0,10.65,0.13,4.0,666,1,0
21.0,0,1,0,54848.0,0,0,7200.0,0,0,0,0,1,0,9.38,0.13,4.0,451,1,0
22.0,0,1,2,47813.0,1,0,7200.0,0,0,1,0,0,0,9.45,0.15,3.0,572,0,1
25.0,1,0,4,56059.0,0,0,7200.0,1,0,0,0,0,0,11.01,0.13,3.0,645,1,0
22.0,1,0,2,58640.0,0,0,7200.0,0,1,0,0,0,0,12.42,0.12,4.0,526,1,0
23.0,0,1,2,58429.0,4,0,7200.0,0,0,0,0,1,0,14.27,0.12,3.0,650,1,0
23.0,0,1,2,58502.0,0,0,7200.0,0,0,0,0,1,0,11.71,0.12,2.0,581,0,0
25.0,0,1,6,66641.0,0,2,14000.0,0,1,0,0,0,0,15.68,0.21,4.0,667,0,0
22.0,1,0,4,58689.0,0,0,7200.0,0,0,0,0,1,0,12.69,0.12,2.0,556,1,0
22.0,0,1,4,58327.0,0,0,7200.0,0,0,0,1,0,0,9.62,0.12,4.0,645,1,0
22.0,1,0,0,59683.0,0,2,10000.0,0,1,0,0,0,0,8.0,0.17,2.0,597,0,1
25.0,1,0,6,58793.0,0,0,7200.0,1,0,0,0,0,0,11.36,0.12,3.0,688,1,0
24.0,1,0,2,67109.0,2,2,15000.0,0,0,0,0,1,0,11.01,0.22,3.0,574,1,0
24.0,0,1,0,66649.0,0,2,1600.0,1,0,0,0,0,0,13.79,0.02,2.0,517,1,0
24.0,1,0,0,60773.0,3,0,7200.0,0,0,0,1,0,0,13.06,0.12,3.0,605,1,0
23.0,1,0,2,66822.0,1,0,4000.0,0,0,0,0,0,1,9.32,0.06,2.0,689,0,0
24.0,1,0,4,61225.0,1,0,7200.0,0,0,0,0,0,1,11.71,0.12,2.0,618,1,0
22.0,0,1,4,61090.0,0,0,7200.0,1,0,0,0,0,0,11.01,0.12,4.0,600,1,0
22.0,0,1,6,59634.0,3,2,5000.0,0,0,0,0,0,1,11.28,0.08,4.0,687,0,1
25.0,0,1,4,61375.0,0,0,7200.0,0,0,0,0,1,0,8.49,0.12,2.0,631,1,0
25.0,1,0,0,60969.0,0,0,7200.0,0,0,0,1,0,0,7.29,0.12,4.0,615,1,0
24.0,1,0,6,61174.0,3,0,7200.0,1,0,0,0,0,0,12.84,0.12,3.0,609,0,0
25.0,0,1,2,67161.0,1,2,3600.0,0,0,0,0,0,1,11.34,0.05,4.0,559,1,0
24.0,1,0,4,59776.0,2,0,20000.0,0,0,0,0,1,0,11.34,0.33,4.0,668,0,1
23.0,0,1,6,67133.0,0,2,15000.0,1,0,0,0,0,0,9.2,0.22,4.0,687,1,0
25.0,0,1,4,63273.0,0,0,7200.0,0,1,0,0,0,0,12.69,0.11,3.0,576,1,0
24.0,1,0,0,66964.0,1,2,5275.0,0,0,1,0,0,0,8.07,0.08,4.0,589,1,0
24.0,1,0,6,66496.0,0,0,7200.0,0,1,0,0,0,0,12.53,0.11,2.0,643,1,0
23.0,1,0,0,67091.0,0,2,9600.0,0,1,0,0,0,0,14.74,0.14,2.0,593,1,0
25.0,1,0,0,67327.0,3,0,7200.0,1,0,0,0,0,0,15.27,0.11,3.0,597,1,0
23.0,1,0,4,67208.0,0,5,10500.0,0,0,0,1,0,0,13.16,0.16,4.0,592,1,0
24.0,0,1,0,67260.0,3,0,7200.0,0,1,0,0,0,0,11.01,0.11,3.0,624,1,0
22.0,1,0,2,66845.0,0,0,7200.0,1,0,0,0,0,0,7.66,0.11,2.0,671,1,0
25.0,1,0,0,67284.0,1,0,7200.0,0,0,0,1,0,0,7.9,0.11,2.0,554,1,0
25.0,1,0,6,60522.0,7,0,7200.0,0,0,0,0,1,0,10.38,0.12,2.0,664,0,1
23.0,1,0,6,60843.0,1,0,7200.0,0,0,0,1,0,0,17.58,0.12,2.0,539,0,1
23.0,1,0,4,61864.0,2,0,7200.0,1,0,0,0,0,0,14.67,0.12,3.0,646,0,1
22.0,1,0,0,71716.0,0,0,7200.0,0,1,0,0,0,0,8.0,0.1,3.0,649,1,0
24.0,1,0,2,67572.0,1,2,16000.0,0,0,0,0,1,0,11.49,0.24,2.0,672,0,0
24.0,0,1,6,72906.0,0,0,7200.0,0,0,0,0,0,1,8.49,0.1,2.0,666,0,0
25.0,0,1,0,67098.0,4,2,4225.0,0,1,0,0,0,0,12.42,0.06,2.0,570,0,0
26.0,0,1,0,72773.0,0,0,7200.0,0,0,0,0,0,1,11.14,0.1,2.0,667,0,0
25.0,0,1,6,72789.0,5,0,7200.0,0,0,1,0,0,0,13.48,0.1,4.0,611,0,0
22.0,1,0,4,72895.0,0,0,7200.0,0,1,0,0,0,0,12.87,0.1,3.0,648,0,0
22.0,1,0,0,59865.0,0,2,6500.0,0,0,0,1,0,0,12.68,0.11,2.0,635,0,1
23.0,0,1,6,73111.0,4,0,7200.0,0,1,0,0,0,0,13.22,0.1,4.0,663,0,0
21.0,0,1,4,67289.0,0,2,8900.0,0,0,0,0,0,1,6.17,0.13,2.0,670,0,0
23.0,1,0,6,73074.0,2,0,7200.0,0,0,0,1,0,0,9.91,0.1,4.0,690,1,0
24.0,0,1,6,60126.0,2,2,2500.0,0,0,0,1,0,0,11.01,0.04,2.0,680,0,1
21.0,1,0,0,73848.0,0,0,7200.0,0,0,0,0,1,0,14.72,0.1,2.0,527,1,0
21.0,0,1,2,74302.0,0,0,7200.0,0,1,0,0,0,0,10.99,0.1,3.0,651,0,0
23.0,0,1,4,66992.0,0,2,2000.0,1,0,0,0,0,0,11.86,0.03,3.0,645,0,0
23.0,0,1,6,67301.0,2,2,4000.0,0,1,0,0,0,0,10.08,0.06,4.0,677,1,0
25.0,0,1,4,76807.0,0,0,7200.0,0,1,0,0,0,0,7.88,0.09,3.0,615,1,0
23.0,1,0,4,77863.0,0,0,7200.0,0,0,0,1,0,0,15.96,0.09,3.0,602,1,0
26.0,1,0,0,67478.0,1,5,6000.0,0,0,1,0,0,0,5.42,0.09,3.0,633,1,0
25.0,1,0,0,82055.0,3,0,7200.0,0,1,0,0,0,0,7.88,0.09,4.0,575,1,0
24.0,1,0,2,67349.0,0,2,11000.0,0,0,0,0,0,1,7.29,0.16,3.0,679,1,0
23.0,0,1,6,75492.0,3,0,7200.0,0,1,0,0,0,0,7.9,0.1,3.0,676,0,1
23.0,0,1,2,83116.0,3,0,7200.0,0,1,0,0,0,0,14.72,0.09,2.0,645,0,0
26.0,0,1,4,60702.0,3,2,15250.0,0,0,0,0,0,1,13.11,0.25,3.0,654,0,1
25.0,0,1,4,86909.0,1,0,7200.0,0,1,0,0,0,0,10.95,0.08,4.0,646,1,0
22.0,0,1,0,90655.0,0,0,7200.0,0,0,0,0,0,1,13.61,0.08,4.0,549,1,0
22.0,0,1,0,67503.0,0,2,3000.0,0,0,0,1,0,0,7.37,0.04,2.0,644,1,0
24.0,1,0,4,67641.0,2,2,8000.0,0,0,1,0,0,0,5.99,0.12,4.0,573,1,0
21.0,1,0,0,67335.0,0,2,3200.0,0,1,0,0,0,0,6.62,0.05,4.0,671,1,0
23.0,0,1,6,60802.0,0,2,16000.0,1,0,0,0,0,0,14.54,0.26,2.0,724,0,1
26.0,1,0,2,92899.0,6,0,7200.0,0,1,0,0,0,0,9.63,0.08,3.0,612,1,0
23.0,0,1,4,97161.0,2,0,7200.0,1,0,0,0,0,0,8.9,0.07,2.0,650,0,0
23.0,0,1,2,97746.0,5,0,7200.0,1,0,0,0,0,0,9.25,0.07,4.0,635,0,0
21.0,0,1,2,101982.0,0,0,7200.0,0,0,0,0,0,1,8.49,0.07,2.0,669,1,0
24.0,0,1,0,67574.0,0,2,11700.0,0,0,1,0,0,0,13.57,0.17,2.0,608,0,0
24.0,1,0,2,68001.0,0,2,6500.0,0,0,0,1,0,0,10.99,0.1,2.0,615,1,0
23.0,1,0,4,60541.0,0,2,12000.0,0,0,0,0,1,0,7.29,0.2,3.0,555,0,1
24.0,0,1,4,67958.0,1,2,7875.0,1,0,0,0,0,0,10.65,0.12,3.0,671,0,0
25.0,1,0,4,89072.0,0,0,7200.0,0,0,0,0,1,0,14.96,0.08,3.0,611,0,1
25.0,0,1,2,107112.0,1,0,7200.0,1,0,0,0,0,0,13.47,0.07,3.0,598,1,0
25.0,0,1,4,68111.0,1,2,3500.0,0,0,0,1,0,0,14.17,0.05,3.0,692,1,0
25.0,1,0,0,68051.0,2,2,4000.0,0,0,0,0,1,0,10.75,0.06,2.0,604,1,0
24.0,0,1,4,67941.0,0,2,3200.0,0,0,0,0,0,1,7.68,0.05,3.0,664,0,0
23.0,1,0,2,67676.0,1,2,21825.0,0,0,0,1,0,0,11.36,0.32,2.0,599,1,0
26.0,0,1,4,108996.0,6,0,7200.0,1,0,0,0,0,0,9.91,0.07,2.0,562,1,0
26.0,0,1,4,67978.0,3,2,18200.0,0,0,0,0,1,0,14.26,0.27,4.0,718,1,0
25.0,1,0,0,61178.0,3,2,2100.0,0,1,0,0,0,0,11.49,0.03,3.0,590,0,1
23.0,0,1,0,61376.0,5,2,4800.0,0,0,0,1,0,0,10.37,0.08,2.0,596,0,1
24.0,0,1,0,67749.0,2,2,12000.0,1,0,0,0,0,0,11.01,0.18,3.0,633,1,0
23.0,0,1,0,112784.0,0,0,7200.0,1,0,0,0,0,0,6.92,0.06,2.0,522,1,0
23.0,0,1,2,126971.0,1,0,7200.0,0,0,0,0,1,0,11.71,0.06,4.0,683,1,0
22.0,0,1,4,68469.0,0,2,10075.0,0,1,0,0,0,0,16.29,0.15,4.0,644,1,0
25.0,0,1,2,67888.0,2,2,10250.0,0,0,0,0,1,0,14.65,0.15,4.0,631,0,0
26.0,0,1,4,134026.0,2,0,7200.0,0,0,1,0,0,0,12.18,0.05,3.0,625,0,0
26.0,0,1,6,67814.0,7,2,10000.0,0,0,1,0,0,0,12.42,0.15,2.0,653,1,0
23.0,1,0,0,68203.0,0,2,7200.0,0,0,0,0,0,1,6.03,0.11,2.0,578,1,0
24.0,0,1,4,68271.0,2,2,12250.0,0,0,0,1,0,0,6.03,0.18,4.0,589,1,0
25.0,0,1,6,162735.0,0,0,7200.0,0,0,1,0,0,0,9.91,0.04,3.0,693,1,0
25.0,1,0,6,179789.0,1,0,7200.0,0,0,0,1,0,0,11.01,0.04,2.0,653,0,0
25.0,1,0,4,75750.0,2,0,7250.0,0,0,1,0,0,0,10.65,0.1,4.0,592,0,0
26.0,1,0,2,68379.0,5,2,6000.0,1,0,0,0,0,0,15.23,0.09,4.0,674,0,0
24.0,1,0,6,97101.0,0,0,7250.0,0,0,0,0,0,1,5.42,0.07,2.0,671,1,0
24.0,0,1,4,68014.0,1,5,2000.0,0,0,0,0,0,1,6.99,0.03,3.0,650,1,0
25.0,0,1,0,32871.0,3,0,7300.0,0,0,0,1,0,0,11.14,0.22,3.0,674,0,0
23.0,0,1,2,68134.0,3,2,13600.0,1,0,0,0,0,0,15.23,0.2,4.0,648,1,0
24.0,0,1,4,68072.0,3,2,2000.0,0,0,0,0,0,1,10.99,0.03,4.0,662,1,0
24.0,0,1,4,68603.0,3,2,19125.0,0,0,1,0,0,0,13.99,0.28,3.0,658,0,0
25.0,1,0,0,60597.0,3,2,12800.0,0,0,0,0,1,0,7.49,0.21,4.0,672,0,1
22.0,0,1,6,68261.0,1,2,9000.0,0,0,0,1,0,0,10.59,0.13,2.0,655,0,0
26.0,1,0,0,45809.0,3,0,7300.0,1,0,0,0,0,0,7.88,0.16,4.0,639,1,0
23.0,1,0,2,46594.0,0,0,7300.0,0,0,0,1,0,0,11.01,0.16,2.0,579,1,0
24.0,0,1,0,68047.0,3,2,15000.0,0,1,0,0,0,0,8.49,0.22,2.0,596,0,0
26.0,1,0,4,50631.0,1,0,7300.0,1,0,0,0,0,0,9.45,0.14,4.0,618,1,0
24.0,0,1,0,68208.0,0,2,10000.0,0,1,0,0,0,0,7.49,0.15,3.0,538,1,0
22.0,0,1,0,56147.0,2,0,7300.0,0,0,0,0,0,1,7.88,0.13,2.0,631,0,0
23.0,0,1,2,61475.0,5,2,7500.0,0,0,0,1,0,0,15.62,0.12,3.0,693,0,1
25.0,1,0,2,68446.0,4,2,5000.0,0,1,0,0,0,0,5.42,0.07,3.0,581,1,0
25.0,1,0,2,67927.0,0,2,12375.0,0,0,0,0,0,1,11.49,0.18,4.0,671,1,0
21.0,1,0,0,61553.0,1,0,7300.0,0,1,0,0,0,0,11.71,0.12,3.0,646,1,0
24.0,0,1,4,67986.0,1,2,5250.0,0,1,0,0,0,0,12.87,0.08,2.0,618,0,0
24.0,1,0,4,68237.0,2,2,17400.0,0,0,0,1,0,0,5.99,0.25,2.0,669,1,0
25.0,1,0,4,65510.0,4,0,7300.0,0,1,0,0,0,0,8.0,0.11,4.0,584,0,0
23.0,1,0,0,116311.0,2,0,7300.0,0,1,0,0,0,0,8.49,0.06,4.0,605,0,0
23.0,0,1,4,67987.0,0,2,6000.0,0,0,0,0,0,1,5.99,0.09,2.0,599,0,0
22.0,0,1,2,68299.0,0,2,20000.0,1,0,0,0,0,0,10.99,0.29,4.0,648,0,0
23.0,1,0,2,51303.0,1,0,7325.0,0,0,0,0,0,1,12.69,0.14,3.0,627,1,0
24.0,1,0,4,15935.0,2,0,7350.0,0,0,0,0,0,1,6.92,0.46,2.0,710,0,1
25.0,1,0,4,40268.0,4,0,7350.0,0,0,0,1,0,0,13.43,0.18,3.0,585,1,0
24.0,1,0,0,40585.0,3,0,7350.0,0,0,0,1,0,0,11.71,0.18,3.0,670,0,0
23.0,0,1,4,68104.0,5,5,20000.0,0,1,0,0,0,0,11.01,0.29,3.0,658,0,0
23.0,0,1,4,51511.0,1,0,7400.0,0,1,0,0,0,0,11.01,0.14,3.0,671,0,0
25.0,1,0,0,51352.0,4,0,7400.0,0,1,0,0,0,0,16.32,0.14,4.0,686,0,1
24.0,1,0,4,53990.0,0,0,7400.0,0,0,0,0,1,0,13.99,0.14,4.0,624,0,1
21.0,1,0,0,68287.0,0,2,5600.0,0,0,0,1,0,0,10.37,0.08,4.0,664,0,0
25.0,1,0,4,70878.0,7,0,7400.0,0,1,0,0,0,0,10.36,0.1,2.0,637,0,0
25.0,0,1,4,75446.0,3,0,7400.0,1,0,0,0,0,0,6.99,0.1,2.0,557,1,0
26.0,0,1,4,68152.0,3,2,6000.0,0,1,0,0,0,0,5.42,0.09,4.0,588,1,0
24.0,0,1,2,87405.0,4,0,7400.0,0,1,0,0,0,0,15.65,0.08,3.0,618,1,0
26.0,1,0,4,68226.0,3,2,15000.0,0,1,0,0,0,0,14.35,0.22,2.0,621,1,0
22.0,0,1,2,42117.0,0,0,7475.0,0,1,0,0,0,0,9.63,0.18,2.0,634,1,0
21.0,0,1,6,16145.0,0,0,7500.0,0,1,0,0,0,0,7.05,0.46,4.0,521,0,1
23.0,1,0,6,68194.0,0,2,3000.0,0,1,0,0,0,0,6.76,0.04,3.0,582,1,0
24.0,0,1,6,68318.0,0,5,2000.0,0,1,0,0,0,0,11.49,0.03,2.0,640,1,0
22.0,0,1,2,68228.0,0,2,4750.0,0,0,0,0,1,0,7.14,0.07,2.0,641,0,0
24.0,0,1,2,26031.0,0,0,7500.0,0,0,0,0,0,1,7.88,0.29,3.0,666,0,1
23.0,0,1,0,68290.0,3,2,5500.0,1,0,0,0,0,0,7.51,0.08,4.0,587,1,0
22.0,0,1,0,68402.0,2,2,12000.0,0,0,0,1,0,0,10.99,0.18,2.0,537,1,0
23.0,1,0,0,25722.0,0,0,7500.0,1,0,0,0,0,0,6.91,0.29,4.0,510,0,1
23.0,0,1,0,68109.0,2,5,15000.0,0,0,0,1,0,0,10.62,0.22,3.0,536,1,0
23.0,0,1,4,26467.0,0,0,7500.0,0,0,0,0,1,0,7.14,0.28,3.0,609,0,1
25.0,0,1,2,26816.0,0,0,7500.0,0,0,0,1,0,0,11.34,0.28,2.0,551,0,1
22.0,1,0,0,28354.0,0,0,7500.0,0,0,0,1,0,0,9.76,0.26,4.0,588,0,1
24.0,0,1,0,28862.0,4,0,7500.0,0,1,0,0,0,0,13.24,0.26,2.0,700,0,1
25.0,0,1,2,30933.0,1,0,7500.0,0,1,0,0,0,0,12.98,0.24,3.0,533,0,0
26.0,0,1,4,67882.0,3,2,8000.0,0,0,1,0,0,0,11.14,0.12,4.0,634,1,0
22.0,1,0,6,30847.0,0,0,7500.0,0,0,0,0,1,0,7.51,0.24,4.0,688,0,0
24.0,1,0,0,68204.0,1,2,13000.0,0,0,0,0,0,1,8.94,0.19,3.0,483,1,0
22.0,0,1,6,31489.0,0,0,7500.0,0,0,0,1,0,0,14.96,0.24,3.0,510,0,1
26.0,0,1,2,32150.0,0,0,7500.0,0,0,0,0,1,0,12.18,0.23,2.0,612,1,0
23.0,1,0,0,68131.0,0,2,10000.0,0,0,0,1,0,0,8.59,0.15,3.0,580,1,0
23.0,0,1,2,68032.0,0,2,13750.0,0,0,0,0,1,0,18.43,0.2,2.0,669,0,0
23.0,1,0,2,32740.0,2,0,7500.0,0,0,0,0,0,1,12.73,0.23,4.0,647,0,0
21.0,0,1,6,34420.0,0,0,7500.0,0,1,0,0,0,0,6.76,0.22,4.0,472,1,0
25.0,1,0,2,34756.0,0,0,7500.0,0,1,0,0,0,0,15.33,0.22,3.0,604,0,1
21.0,0,1,2,37155.0,0,0,7500.0,0,0,0,0,0,1,9.99,0.2,4.0,614,0,0
23.0,0,1,4,37020.0,4,0,7500.0,1,0,0,0,0,0,11.01,0.2,4.0,688,0,0
24.0,1,0,4,37088.0,5,0,7500.0,0,1,0,0,0,0,5.79,0.2,2.0,554,1,0
23.0,1,0,0,68185.0,0,2,4500.0,0,0,0,0,1,0,11.83,0.07,4.0,618,1,0
26.0,0,1,4,68398.0,4,2,12000.0,0,0,0,1,0,0,11.89,0.18,3.0,665,1,0
21.0,1,0,4,37028.0,0,0,7500.0,0,1,0,0,0,0,11.83,0.2,4.0,666,0,0
26.0,1,0,0,36877.0,0,0,7500.0,0,0,0,0,1,0,14.75,0.2,3.0,609,0,1
23.0,1,0,6,37025.0,2,0,7500.0,0,0,0,0,1,0,13.24,0.2,3.0,569,0,1
23.0,0,1,4,68017.0,1,2,7500.0,0,0,0,1,0,0,13.79,0.11,3.0,523,1,0
21.0,1,0,0,36804.0,0,0,7500.0,0,0,0,1,0,0,10.75,0.2,4.0,621,0,0
22.0,0,1,6,38259.0,1,0,7500.0,0,0,0,0,1,0,9.91,0.2,4.0,656,1,0
22.0,0,1,0,39330.0,0,0,7500.0,0,1,0,0,0,0,13.11,0.19,2.0,585,0,0
26.0,1,0,6,38989.0,4,0,7500.0,0,0,0,1,0,0,13.79,0.19,3.0,695,0,0
22.0,1,0,0,40367.0,0,0,7500.0,0,1,0,0,0,0,11.01,0.19,4.0,578,1,0
26.0,0,1,4,41611.0,2,0,7500.0,1,0,0,0,0,0,7.9,0.18,3.0,604,0,1
23.0,1,0,6,68327.0,0,2,10000.0,0,1,0,0,0,0,13.61,0.15,4.0,670,1,0
22.0,0,1,4,68219.0,0,2,6000.0,0,0,0,1,0,0,11.86,0.09,3.0,591,1,0
22.0,1,0,2,67734.0,1,2,6000.0,0,0,0,1,0,0,7.88,0.09,4.0,632,1,0
22.0,1,0,2,67823.0,0,5,12000.0,0,1,0,0,0,0,13.98,0.18,3.0,579,0,0
22.0,0,1,6,68078.0,1,2,2000.0,1,0,0,0,0,0,7.51,0.03,4.0,632,1,0
22.0,1,0,2,42433.0,0,0,7500.0,0,0,1,0,0,0,15.05,0.18,2.0,617,0,1
26.0,1,0,4,68324.0,3,2,20000.0,0,1,0,0,0,0,13.57,0.29,4.0,669,0,0
26.0,0,1,4,68135.0,6,2,13000.0,0,1,0,0,0,0,8.59,0.19,3.0,635,1,0
26.0,1,0,6,68648.0,4,5,10000.0,0,0,0,1,0,0,9.32,0.15,3.0,721,0,0
23.0,0,1,0,42828.0,0,0,7500.0,0,0,0,0,1,0,12.61,0.18,4.0,659,1,0
25.0,0,1,2,43221.0,0,0,7500.0,1,0,0,0,0,0,10.99,0.17,2.0,599,1,0
21.0,0,1,4,35675.0,0,0,7500.0,0,0,0,1,0,0,11.01,0.21,2.0,619,0,1
24.0,1,0,0,61403.0,5,2,6000.0,0,1,0,0,0,0,15.62,0.1,2.0,674,0,1
23.0,0,1,6,68310.0,1,2,3050.0,0,0,0,0,1,0,10.59,0.04,2.0,511,1,0
25.0,0,1,6,44481.0,0,0,7500.0,1,0,0,0,0,0,13.49,0.17,4.0,605,0,0
26.0,1,0,2,44470.0,5,0,7500.0,0,0,0,0,0,1,10.59,0.17,3.0,595,1,0
26.0,0,1,2,37199.0,6,0,7500.0,0,0,0,0,1,0,12.18,0.2,3.0,650,0,1
22.0,1,0,0,68628.0,0,2,6000.0,0,1,0,0,0,0,12.99,0.09,2.0,540,1,0
22.0,1,0,0,45203.0,4,0,7500.0,0,1,0,0,0,0,14.84,0.17,3.0,596,0,0
25.0,0,1,0,61418.0,1,2,12000.0,1,0,0,0,0,0,16.89,0.2,4.0,640,0,1
22.0,1,0,2,68496.0,0,2,17300.0,0,1,0,0,0,0,15.62,0.25,4.0,589,1,0
21.0,1,0,0,68845.0,0,5,5000.0,0,0,0,0,0,1,6.54,0.07,2.0,546,1,0
23.0,1,0,0,68330.0,2,2,4000.0,0,1,0,0,0,0,11.49,0.06,4.0,623,1,0
25.0,0,1,4,46139.0,2,0,7500.0,0,0,0,0,1,0,8.32,0.16,4.0,663,0,0
22.0,0,1,0,46437.0,1,0,7500.0,0,0,0,0,1,0,5.79,0.16,4.0,639,0,0
23.0,0,1,0,46550.0,2,0,7500.0,0,0,0,1,0,0,7.88,0.16,4.0,652,0,0
26.0,0,1,0,46952.0,7,0,7500.0,0,0,0,1,0,0,17.58,0.16,2.0,602,1,0
